sentiment,airline_handle,id_str,created_at,tweet,retweet_count,favorite_count,lang,in_reply_to_status_id_str,user_id_str,place_country_code,place_full_name,place_type
negative,AmericanAir,962905247973814272,Mon Feb 12 04:24:35 +0000 2018,@AmericanAir keeps getting better. Just ready to get home and they canât even get their flight attendants to show up on time for a flight. ,0.0,0.0,en,null,385051122.0,null,null,null
negative,AmericanAir,962903496185049089,Mon Feb 12 04:17:38 +0000 2018,RT @vgurbuxani: @AmericanAir you have the worst customer service. I was at the gate and doors just closed  but your gate agents were rude!â¦,1435.0,0.0,en,null,9.62767182446e+17,null,null,null
negative,AmericanAir,962892031776374784,Mon Feb 12 03:32:04 +0000 2018,RT @vgurbuxani: @AmericanAir you have the worst customer service. I was at the gate and doors just closed  but your gate agents were rude!â¦,1435.0,0.0,en,null,9.62843793782e+17,null,null,null
negative,AmericanAir,962890478738751488,Mon Feb 12 03:25:54 +0000 2018,RT @vgurbuxani: @AmericanAir you have the worst customer service. I was at the gate and doors just closed  but your gate agents were rude!â¦,1435.0,0.0,en,null,9.62760983512e+17,null,null,null
negative,AmericanAir,962888591692136449,Mon Feb 12 03:18:24 +0000 2018,RT @vgurbuxani: @AmericanAir you have the worst customer service. I was at the gate and doors just closed  but your gate agents were rude!â¦,1435.0,0.0,en,null,9.62478194338e+17,null,null,null
negative,AmericanAir,962882344544858112,Mon Feb 12 02:53:35 +0000 2018,RT @vgurbuxani: @AmericanAir you have the worst customer service. I was at the gate and doors just closed  but your gate agents were rude!â¦,1435.0,0.0,en,null,9.62534390378e+17,null,null,null
negative,AmericanAir,962881367116742657,Mon Feb 12 02:49:42 +0000 2018,RT @vgurbuxani: @AmericanAir you have the worst customer service. I was at the gate and doors just closed  but your gate agents were rude!â¦,1435.0,0.0,en,null,9.62228778595e+17,null,null,null
negative,AmericanAir,962881212061765632,Mon Feb 12 02:49:05 +0000 2018,RT @vgurbuxani: @AmericanAir you have the worst customer service. I was at the gate and doors just closed  but your gate agents were rude!â¦,1435.0,0.0,en,null,9.62873622649e+17,null,null,null
negative,AmericanAir,962879114905636867,Mon Feb 12 02:40:45 +0000 2018,RT @vgurbuxani: @AmericanAir you have the worst customer service. I was at the gate and doors just closed  but your gate agents were rude!â¦,1435.0,0.0,en,null,9.6287398515e+17,null,null,null
negative,AmericanAir,962878786915024896,Mon Feb 12 02:39:26 +0000 2018,RT @vgurbuxani: @AmericanAir you have the worst customer service. I was at the gate and doors just closed  but your gate agents were rude!â¦,1435.0,0.0,en,null,9.62873269384e+17,null,null,null
negative,AmericanAir,962877732727197696,Mon Feb 12 02:35:15 +0000 2018,RT @vgurbuxani: @AmericanAir you have the worst customer service. I was at the gate and doors just closed  but your gate agents were rude!â¦,1435.0,0.0,en,null,9.62468245084e+17,null,null,null
negative,AmericanAir,962877543337676801,Mon Feb 12 02:34:30 +0000 2018,RT @vgurbuxani: @AmericanAir you have the worst customer service. I was at the gate and doors just closed  but your gate agents were rude!â¦,1435.0,0.0,en,null,9.62673511126e+17,null,null,null
negative,AmericanAir,962875829486223360,Mon Feb 12 02:27:41 +0000 2018,RT @vgurbuxani: @AmericanAir you have the worst customer service. I was at the gate and doors just closed  but your gate agents were rude!â¦,1435.0,0.0,en,null,9.62613937992e+17,null,null,null
negative,AmericanAir,962875141393977344,Mon Feb 12 02:24:57 +0000 2018,RT @vgurbuxani: @AmericanAir you have the worst customer service. I was at the gate and doors just closed  but your gate agents were rude!â¦,1435.0,0.0,en,null,9.62656020157e+17,null,null,null
negative,AmericanAir,962874510964871168,Mon Feb 12 02:22:27 +0000 2018,RT @vgurbuxani: @AmericanAir you have the worst customer service. I was at the gate and doors just closed  but your gate agents were rude!â¦,1435.0,0.0,en,null,9.62869790368e+17,null,null,null
negative,AmericanAir,962873452297375744,Mon Feb 12 02:18:15 +0000 2018,RT @vgurbuxani: @AmericanAir you have the worst customer service. I was at the gate and doors just closed  but your gate agents were rude!â¦,1435.0,0.0,en,null,9.62813762847e+17,null,null,null
negative,AmericanAir,962872972976386049,Mon Feb 12 02:16:20 +0000 2018,@AmericanAir @connorarose @Gogo Was there an option for a trial period?,0.0,0.0,en,9.62862076561e+17,481372787.0,null,null,null
negative,AmericanAir,962872890491367424,Mon Feb 12 02:16:01 +0000 2018,@AmericanAir Yet our flight is 3 hours late... https://t.co/gRGAM9u4NK,0.0,0.0,en,9.62872660929e+17,170963736.0,null,null,null
negative,AmericanAir,962872839320817664,Mon Feb 12 02:15:48 +0000 2018,@AmericanAir How? They told me there was nothing more they could do.,0.0,0.0,en,9.62866994781e+17,7268572.0,null,null,null
negative,AmericanAir,962872660928684032,Mon Feb 12 02:15:06 +0000 2018,@AmericanAir And then was delayed 500 more times https://t.co/yeTocuz0BD,0.0,0.0,en,9.62872455508e+17,170963736.0,null,null,null
negative,AmericanAir,962872455508496384,Mon Feb 12 02:14:17 +0000 2018,@AmericanAir Doesnât answer why a 5:50 flight to Dayton left on time yet ours was delayed before their flights evenâ¦ https://t.co/xQJAAcFvGr,0.0,0.0,en,9.62857464034e+17,170963736.0,null,null,null
negative,AmericanAir,962872379310530560,Mon Feb 12 02:13:59 +0000 2018,Booked my flights over 4 months ago...for some reason @AmericanAir hasnât had my wife and I sitting together for 3â¦ https://t.co/apw3K8rcJ3,0.0,0.0,en,null,91010296.0,null,null,null
neutral,AmericanAir,962872225635319808,Mon Feb 12 02:13:22 +0000 2018,RT @maria_ariza: Thankyou! @AmericanAir https://t.co/uDxUIJT6el,0.0,0.0,en,null,113663397.0,null,null,null
neutral,AmericanAir,962872094886453248,Mon Feb 12 02:12:51 +0000 2018,RT @AmericanAir: Get to know our big-hearted #AATeam @Reagan_Airport coordinator  Kenneth Stevens  and how his upbringing shaped the personâ¦,201.0,0.0,en,null,870483198.0,null,null,null
negative,AmericanAir,962871864287621121,Mon Feb 12 02:11:56 +0000 2018,@stevenpage Is @AmericanAir anti-Canadian?!,0.0,0.0,en,9.61709351106e+17,35780570.0,null,null,null
negative,AmericanAir,962871849305559040,Mon Feb 12 02:11:52 +0000 2018,@AmericanAir Really?! You still think this is about the bag?! Yes  I got it. Just in time to change my undies &amp; heaâ¦ https://t.co/iPIlNFIAd5,0.0,0.0,en,9.62758582629e+17,1213829683.0,null,null,null
negative,AmericanAir,962871777335558145,Mon Feb 12 02:11:35 +0000 2018,RT @vgurbuxani: @AmericanAir you have the worst customer service. I was at the gate and doors just closed  but your gate agents were rude!â¦,1435.0,0.0,en,null,9.62417381695e+17,null,null,null
negative,AmericanAir,962871773669797888,Mon Feb 12 02:11:34 +0000 2018,RT @LouisianaGov: Update: flight cancelled. Retry tomorrow. Thanks to the @AmericanAir staff working hard at @msyinfo. A lot of folks traveâ¦,11.0,0.0,en,null,2544795223.0,null,null,null
negative,AmericanAir,962871750198464512,Mon Feb 12 02:11:29 +0000 2018,@AmericanAir But why have everyone board the plane when the captain got word on the delay before hand??  No reason.,0.0,0.0,en,9.62833056129e+17,23377884.0,null,null,null
negative,AmericanAir,962871240678617088,Mon Feb 12 02:09:27 +0000 2018,@AmericanAir How do you expect me to be a returning customer when you delay the flight 4 TIMES  add an hour extra tâ¦ https://t.co/J6DuijB145,0.0,0.0,en,null,415060928.0,null,null,null
negative,AmericanAir,962871220713607168,Mon Feb 12 02:09:22 +0000 2018,Just anothet example of @AmericanAir horrible customer service and getting no better https://t.co/v6G6CsL9Qp,0.0,1.0,en,null,9.02079311725e+17,null,null,null
negative,AmericanAir,962871038517260289,Mon Feb 12 02:08:39 +0000 2018,@LouisianaGov @AuntieVodka @AmericanAir @msyinfo Be glad you're flying American and not United. Just saying.,0.0,1.0,en,9.62870339675e+17,9.58370104668e+17,null,null,null
negative,AmericanAir,962870795591716864,Mon Feb 12 02:07:41 +0000 2018,American Business class - raggedy! Broken foot rest in business class! Yes  business class!! Thatâs after having toâ¦ https://t.co/iIaEYWNQwz,0.0,0.0,en,null,591036287.0,null,null,null
negative,AmericanAir,962870663550730240,Mon Feb 12 02:07:10 +0000 2018,RT @LouisianaGov: Update: flight cancelled. Retry tomorrow. Thanks to the @AmericanAir staff working hard at @msyinfo. A lot of folks traveâ¦,11.0,0.0,en,null,7.05480398538e+17,null,null,null
neutral,AmericanAir,962870570701467650,Mon Feb 12 02:06:47 +0000 2018,@ddlovato @AmericanAir @Mastercard follow me please https://t.co/36gVEqV4YS,0.0,0.0,en,9.56394830125e+17,9.48620029184e+17,null,null,null
negative,AmericanAir,962870504313909248,Mon Feb 12 02:06:32 +0000 2018,RT @vavroom: Great. @AmericanAir staff just told me I needed to buy an extra seat for my service dog. I guess they havenât heard of the Airâ¦,2.0,0.0,en,null,2585951876.0,null,null,null
negative,AmericanAir,962870492351868929,Mon Feb 12 02:06:29 +0000 2018,@AmericanAir You guys clearly donât care very much about your customers but itâs fine  Iâll just make sure to choosâ¦ https://t.co/R2njWTHGBZ,0.0,0.0,en,9.6286972786e+17,175996861.0,null,null,null
positive,AmericanAir,962870432075575296,Mon Feb 12 02:06:14 +0000 2018,RT @ddlovato: Had the best time with my Lovatics at the New York City Center tonight!! Thank youuu @AmericanAir and @Mastercard for an amazâ¦,4541.0,0.0,en,null,9.48620029184e+17,null,null,null
negative,AmericanAir,962870359937699840,Mon Feb 12 02:05:57 +0000 2018,@AmericanAir Maybe you would like to address what was in my complaint,0.0,0.0,en,9.62869704263e+17,15615218.0,null,null,null
negative,AmericanAir,962870339675000832,Mon Feb 12 02:05:52 +0000 2018,Update: flight cancelled. Retry tomorrow. Thanks to the @AmericanAir staff working hard at @msyinfo. A lot of folksâ¦ https://t.co/SG6G4IqoxH,11.0,23.0,en,null,166374616.0,null,null,null
negative,AmericanAir,962870201267179527,Mon Feb 12 02:05:19 +0000 2018,@nwptjul @Nueskes @AmericanAir @flyLAXairport Nueskes makes every meal better!,0.0,0.0,en,9.55860856373e+17,2875033312.0,US,Milton  WI,city
negative,AmericanAir,962870082257944577,Mon Feb 12 02:04:51 +0000 2018,@AmericanAir I talked to 3 separate supervisors. None of them offered any discounted rates. They are now sending meâ¦ https://t.co/yUqlpXSkDK,0.0,0.0,en,9.6286972786e+17,175996861.0,null,null,null
negative,AmericanAir,962869995683266561,Mon Feb 12 02:04:30 +0000 2018,@elijahhaahr @AmericanAir @CityofSgf Good luck,0.0,0.0,en,9.62843965267e+17,118171674.0,null,null,null
negative,AmericanAir,962869767164981248,Mon Feb 12 02:03:36 +0000 2018,RT @casekeenum7: Big shout out to @AmericanAir for getting me my lost backpack! Left my carryon bag on my connecting flight from MN. Didnâtâ¦,99.0,0.0,en,null,354091301.0,null,null,null
positive,AmericanAir,962869764317155328,Mon Feb 12 02:03:35 +0000 2018,I want to thank Jewells soooooo soooo much youâre amazing and a life saver ...your customer service was excellent aâ¦ https://t.co/fPOrWUYiYL,0.0,0.0,en,null,9.62868484857e+17,null,null,null
neutral,AmericanAir,962869565133799425,Mon Feb 12 02:02:48 +0000 2018,K-State wins @AmericanAir grant for #pilot training - Wichita Business Journal : https://t.co/L78ltDx984,0.0,0.0,en,null,64424261.0,null,null,null
neutral,AmericanAir,962869408774443009,Mon Feb 12 02:02:10 +0000 2018,RT @AmericanAir: @KingMAS_23 We appreciate your feedback on a route you'd like to see!,1.0,0.0,en,null,9.62420321143e+17,null,null,null
negative,AmericanAir,962869396615020544,Mon Feb 12 02:02:08 +0000 2018,I swear this is deja vu with @AmericanAir ... another flight from SMF delayed due to maintenance...last time it wasâ¦ https://t.co/LEK4ci7SYg,0.0,0.0,en,null,339974179.0,null,null,null
negative,AmericanAir,962869375609970688,Mon Feb 12 02:02:03 +0000 2018,RT @vgurbuxani: @AmericanAir you have the worst customer service. I was at the gate and doors just closed  but your gate agents were rude!â¦,1435.0,0.0,en,null,9.62620259441e+17,null,null,null
negative,AmericanAir,962868485675278336,Mon Feb 12 01:58:30 +0000 2018,@AmericanAir Right.,0.0,0.0,en,9.62868325998e+17,1180430900.0,null,null,null
neutral,AmericanAir,962868451021869056,Mon Feb 12 01:58:22 +0000 2018,@Heather_Poole @ChiBizJournal As an @AmericanAir FF I donât like this; but  as a CEO  I think having this kind of dâ¦ https://t.co/knn06C8ToN,0.0,0.0,en,9.62839024523e+17,101214835.0,null,null,null
negative,AmericanAir,962868405660520448,Mon Feb 12 01:58:11 +0000 2018,RT @vgurbuxani: @AmericanAir you have the worst customer service. I was at the gate and doors just closed  but your gate agents were rude!â¦,1435.0,0.0,en,null,9.62458128452e+17,null,null,null
neutral,AmericanAir,962868119135051776,Mon Feb 12 01:57:03 +0000 2018,Good lord  this was embarrassing to read @AmericanAir. You have hit the lowest of lows here. https://t.co/7DvGZv8VMk,0.0,0.0,en,null,18663591.0,null,null,null
negative,AmericanAir,962867926306091008,Mon Feb 12 01:56:17 +0000 2018,wow @AmericanAir Called your reservation number this afternoon with a question regarding my AAdantage miles. I hadâ¦ https://t.co/1UPpqOE7Rx,0.0,0.0,en,null,533811474.0,null,null,null
negative,AmericanAir,962867675461443584,Mon Feb 12 01:55:17 +0000 2018,@AmericanAir I flew from Wichita Falls Texas at SPS airport where my bags are and they told me 50 bags are currentlâ¦ https://t.co/5qineYEzv7,0.0,0.0,en,9.62866033308e+17,8.78690966551e+17,null,null,null
negative,AmericanAir,962867513087344640,Mon Feb 12 01:54:38 +0000 2018,RT @vgurbuxani: @AmericanAir you have the worst customer service. I was at the gate and doors just closed  but your gate agents were rude!â¦,1435.0,0.0,en,null,9.62861474485e+17,null,null,null
negative,AmericanAir,962867354282745856,Mon Feb 12 01:54:01 +0000 2018,RT @vgurbuxani: @AmericanAir you have the worst customer service. I was at the gate and doors just closed  but your gate agents were rude!â¦,1435.0,0.0,en,null,9.62463261211e+17,null,null,null
negative,AmericanAir,962867353372504065,Mon Feb 12 01:54:00 +0000 2018,The typical crap we have learned to expect from @AmericanAir https://t.co/epPyILUDO9,0.0,0.0,en,null,330002531.0,null,null,null
positive,AmericanAir,962867313463779328,Mon Feb 12 01:53:51 +0000 2018,@LisaVanderpump @AmericanAir How come you donât brave a private jet?,0.0,0.0,en,9.62531422879e+17,4794961981.0,null,null,null
negative,AmericanAir,962867144823259136,Mon Feb 12 01:53:11 +0000 2018,@hadbatz @MosesSoker @MConnollyJD @AmericanAir Done!,0.0,0.0,en,9.62865100037e+17,304007392.0,null,null,null
negative,AmericanAir,962867102121152512,Mon Feb 12 01:53:01 +0000 2018,RT @vavroom: @AmericanAir They are saying my 65 pounds service dog needs to fit under the seat. We made arrangements weeks ago. What more câ¦,2.0,0.0,en,null,330002531.0,null,null,null
negative,AmericanAir,962867082047246336,Mon Feb 12 01:52:56 +0000 2018,@AmericanAir get your shit together or I will make a documentary exposing you,0.0,0.0,en,null,287505785.0,null,null,null
neutral,AmericanAir,962866913461272577,Mon Feb 12 01:52:16 +0000 2018,Hey @AmericanAir letâs play a game where I keep track of the number of on time flights you provide to me this year right now youâre 2 for 6,0.0,0.0,en,null,81087695.0,null,null,null
negative,AmericanAir,962866651686473728,Mon Feb 12 01:51:13 +0000 2018,@AmericanAir im flying with my boy. I paid for my flight  he flew stand by. I asked for an upgrade. Lady said she câ¦ https://t.co/165d5GQuk4,0.0,0.0,en,null,70803812.0,null,null,null
negative,AmericanAir,962866450699399169,Mon Feb 12 01:50:25 +0000 2018,@AmericanAir I already called that number and they said they were looking into it and I never received a call back.â¦ https://t.co/qlbGtK4S7Z,0.0,0.0,en,9.62866033308e+17,8.78690966551e+17,null,null,null
negative,AmericanAir,962866334924230657,Mon Feb 12 01:49:58 +0000 2018,Itâs a good thing I built in a 2.5hr layover on @AmericanAir since my inbound flight was #delAAyed bearly 2hrs â¦ https://t.co/MYInhC7M2z,0.0,1.0,en,null,32759148.0,US,Dallas/Fort Worth International Airport (DFW),poi
negative,AmericanAir,962866043130703872,Mon Feb 12 01:48:48 +0000 2018,@AmericanAir I would like to discuss what broke down and ways to prevent future failures. If you are actually interâ¦ https://t.co/4bVwPUzPEi,0.0,0.0,en,9.627595526e+17,2148423605.0,null,null,null
negative,AmericanAir,962865733796540416,Mon Feb 12 01:47:34 +0000 2018,4th @AmericanAir issue this month.....I am shocked! Not cool man,0.0,2.0,en,null,8.07389728757e+17,null,null,null
negative,AmericanAir,962865663588098048,Mon Feb 12 01:47:18 +0000 2018,Hey @AmericanAir whatâs the point of having boarding groups if your agents say Groups 1-4 creating that oh so fun mâ¦ https://t.co/jguwnqfRwf,0.0,1.0,en,null,210076406.0,null,null,null
negative,AmericanAir,962865627814944769,Mon Feb 12 01:47:09 +0000 2018,@stefondiggs @casekeenum7 @AmericanAir I wouldn't take that  if I were you at @casekeenum7,0.0,0.0,en,9.62485043515e+17,172902189.0,null,null,null
negative,AmericanAir,962865527008919552,Mon Feb 12 01:46:45 +0000 2018,RT @vgurbuxani: @AmericanAir you have the worst customer service. I was at the gate and doors just closed  but your gate agents were rude!â¦,1435.0,0.0,en,null,9.62568339314e+17,null,null,null
