sentiment,airline_handle,id_str,created_at,tweet,retweet_count,favorite_count,lang,in_reply_to_status_id_str,user_id_str,place_country_code,place_full_name,place_type
positive,united,963991083934978048,Thu Feb 15 04:19:19 +0000 2018,I love @united!!  Great #romyandmichelle reference!!   I adore you guys!! @ Sheraton Dallasâ¦ https://t.co/FOmN4XHXMx,0.0,0.0,en,null,184302415.0,null,null,null
neutral,united,963990357330538496,Thu Feb 15 04:16:25 +0000 2018,@united Great thanks! I was in the stage of booking though and the fare I was seeing before it went down was not avâ¦ https://t.co/eqeCUAPNEo,0.0,0.0,en,9.63736269301e+17,1050670728.0,null,null,null
negative,united,963990294688681986,Thu Feb 15 04:16:10 +0000 2018,@united This is the best message I have ever received...,0.0,0.0,en,9.63985160982e+17,184302415.0,null,null,null
negative,united,963989534798241792,Thu Feb 15 04:13:09 +0000 2018,@united sucks! @flylansing sucks! Always a problem with the connecting flight back to Lansing.,0.0,0.0,en,null,1634535932.0,null,null,null
neutral,united,963988208622161921,Thu Feb 15 04:07:53 +0000 2018,RT @ChicagoBears: You never know who you'll run into at the airport. These lucky @United passengers ran into #DaBears!  Watch @InsideTheBeaâ¦,33.0,0.0,en,null,8.703224076e+17,null,null,null
negative,united,963986614652473344,Thu Feb 15 04:01:33 +0000 2018,@united 1st u whoop a passengers ass  n drag him off. Then ur engine falls out mid flight?? @GreyhoundBus ainât sounding too bad rt now!,0.0,0.0,en,null,34342291.0,null,null,null
negative,united,963986415385284608,Thu Feb 15 04:00:46 +0000 2018,RT @FreeConcerts: .@united my flight is delayed to Wakanda  any update on the new departure time?,11.0,0.0,en,null,45070096.0,null,null,null
negative,united,963985740282712064,Thu Feb 15 03:58:05 +0000 2018,@united UNACCEPTABLE experience today on flight UA 693 LGA-ORD 805p departure (ws930962) Woman next to me was clearâ¦ https://t.co/mJpjwolTzU,0.0,0.0,en,null,518690132.0,null,null,null
negative,united,963985435197431808,Thu Feb 15 03:56:52 +0000 2018,@kellyinvegas @united Glad we were able to help.,0.0,0.0,en,9.63980128778e+17,358332137.0,null,null,null
negative,united,963984989107863558,Thu Feb 15 03:55:06 +0000 2018,@united No we didn't. And we had to pay for our hotel as we are stuck in. Chicago now. The United associate blamedâ¦ https://t.co/ZCsCFo3vq0,0.0,0.0,en,9.63983891639e+17,107831096.0,US,Rosemont  IL,city
positive,united,963984777304072192,Thu Feb 15 03:54:15 +0000 2018,@united Thanks to the crew of flight 4670 Tulsa to OâHare.  We were delayed but you got us here safely!  Great communication!  Many thanks!,0.0,0.0,en,null,3795214397.0,null,null,null
positive,united,963983060822888448,Thu Feb 15 03:47:26 +0000 2018,Hey @united any chance your cleaning crew found a stowaway tonight on flight 1409 ANU-&gt;EWR? He looks like this andâ¦ https://t.co/kB6NsVIESB,0.0,0.0,en,null,202694447.0,null,null,null
neutral,united,963982908687048706,Thu Feb 15 03:46:50 +0000 2018,@united Thanks. Can you DM me? Interested in 1K match. Submitted my request through the link you suggested.,0.0,0.0,en,9.63977356536e+17,63561003.0,null,null,null
positive,united,963982749613940736,Thu Feb 15 03:46:12 +0000 2018,@jmartinisu @united Hopefully they at least got you a drink ,0.0,0.0,en,9.6396856931e+17,244115976.0,null,null,null
negative,united,963981967418167296,Thu Feb 15 03:43:05 +0000 2018,@united Attention.  As a new benefit United Polaris members will be put on the side of the plane that has a workingâ¦ https://t.co/Mthdk4m2zK,0.0,0.0,en,9.59188072272e+17,891585048.0,null,null,null
neutral,united,963981911168188417,Thu Feb 15 03:42:52 +0000 2018,@united @united Your new ârewardsâ program does nothing to benefit the standard traveler. However those people thatâ¦ https://t.co/rOTd6pkXjE,0.0,0.0,en,9.63980856976e+17,2546660173.0,null,null,null
negative,united,963981358111514624,Thu Feb 15 03:40:40 +0000 2018,RT @airwaysmagazine: A @united #Boeing 777 Makes Emergency Landing As Engine Cover Falls Off  https://t.co/QlBl3bbAST https://t.co/ukMMhP4Uâ¦,2.0,0.0,en,null,408925697.0,null,null,null
negative,united,963981229560356864,Thu Feb 15 03:40:09 +0000 2018,@CoachBastian @united When that kind of unlikely shit happens and you donât see it coming... brilliant,0.0,0.0,en,9.63849021554e+17,72842759.0,null,null,null
positive,united,963981221985386496,Thu Feb 15 03:40:07 +0000 2018,@united great cabin crew in UAL280 tonight from EWR to BOS.  Full overhead...went out way to help stow my roll aboaâ¦ https://t.co/0TEbRODanA,0.0,0.0,en,null,17216539.0,null,null,null
positive,united,963981083095248896,Thu Feb 15 03:39:34 +0000 2018,@tcrawford @BoeingAirplanes @united Itâs a nice bird ,0.0,1.0,en,9.63812199805e+17,293529249.0,null,null,null
negative,united,963980856976072704,Thu Feb 15 03:38:40 +0000 2018,@united Can I honestly not book the same flights with miles as I can with money? This is ridiculous  stop being a lâ¦ https://t.co/Dy7tUwETVs,0.0,0.0,en,null,2546660173.0,null,null,null
positive,united,963980128777781248,Thu Feb 15 03:35:47 +0000 2018,Shout out to @united for helping me get #kokoinvegas on my 6am flight. #crisisavoided,0.0,11.0,en,null,51851514.0,null,null,null
negative,united,963979327242108928,Thu Feb 15 03:32:36 +0000 2018,@AmandaBinDC @united I didnât realize people actually paid for the directtv on flights #FirstWorldProblems,0.0,0.0,en,9.6394943401e+17,21686288.0,US,Virginia  USA,admin
neutral,united,963979271801843712,Thu Feb 15 03:32:22 +0000 2018,RT @FoxNews: WATCH: Passengers onboard a @Unitedâ plane traveling from California to Hawaii got a major scare after noticing the planeâs enâ¦,149.0,0.0,en,null,9.54130292755e+17,null,null,null
negative,united,963978976807944192,Thu Feb 15 03:31:12 +0000 2018,@RebeccaKoos @CNN @matthewvidovich @united Typical? Thatâs excessive ,0.0,0.0,en,9.63676695651e+17,31693019.0,null,null,null
negative,united,963978768095129602,Thu Feb 15 03:30:22 +0000 2018,@united The only thing you can assist with is giving me back my money ââï¸ other then that Iâm taking my travel business elsewhere,0.0,0.0,en,9.63959434778e+17,239202672.0,US,Carlsbad  CA,city
neutral,united,963978533742682112,Thu Feb 15 03:29:26 +0000 2018,@united Storm is coming. I need to get home. My reservation tom AM is EGE&gt;DEN&gt;EWR. Am driving to Denver tonight befâ¦ https://t.co/zoeC3GZ6AQ,0.0,1.0,en,null,78648299.0,US,Vail  CO,city
negative,united,963978351265435648,Thu Feb 15 03:28:43 +0000 2018,@united I was able to book first thing this morning but of course price was higher than when I tried yesterday befoâ¦ https://t.co/wzBWuwBf4S,0.0,0.0,en,9.63620891963e+17,183409625.0,null,null,null
negative,united,963978033316159488,Thu Feb 15 03:27:27 +0000 2018,@united No  it was supposed to come today but there is no sign of it.,0.0,0.0,en,9.63977581216e+17,13528432.0,null,null,null
negative,united,963977740545413121,Thu Feb 15 03:26:17 +0000 2018,@Satcom_Guru @HNLAirport @united Start with last actions done,0.0,0.0,en,9.63569798654e+17,9.41150569523e+17,null,null,null
positive,united,963977335748907008,Thu Feb 15 03:24:41 +0000 2018,RT @united: Love at first flight. â¤ï¸ Happy Valentine's Day! #ValentinesDay #avgeek https://t.co/1WdEDm5stS,43.0,0.0,en,null,42331321.0,null,null,null
positive,united,963976592811876352,Thu Feb 15 03:21:44 +0000 2018,@wwp Get as afford @AiroboticsUAV @delta @united #ValentinesDay https://t.co/AJ5a7UXBor,0.0,0.0,en,9.63766306759e+17,262457799.0,null,null,null
negative,united,963976353916837890,Thu Feb 15 03:20:47 +0000 2018,@Satcom_Guru @HNLAirport @united where is the inlet cowl?,0.0,0.0,en,9.63569798654e+17,9.41150569523e+17,null,null,null
negative,united,963975263305457665,Thu Feb 15 03:16:27 +0000 2018,@jasonrcombs @united Exactly! I never fly with United but they were a last resort for this trip. So much unprofessiâ¦ https://t.co/eabT643ynI,0.0,1.0,en,9.63667814497e+17,521972009.0,null,null,null
neutral,united,963974181778960391,Thu Feb 15 03:12:09 +0000 2018,@united hey united  can i bring my 25 inch skateboard as a carry on for a domestic flight?,0.0,0.0,en,null,133319814.0,null,null,null
negative,united,963973763996925955,Thu Feb 15 03:10:29 +0000 2018,@united Hey I don't really give a shit about your website  can you tell us more about the damn plane that almost blâ¦ https://t.co/tt1IbydTVA,0.0,0.0,en,9.63623085181e+17,101629425.0,null,null,null
negative,united,963972354937204736,Thu Feb 15 03:04:53 +0000 2018,.@united  wonât the notification that your flight is delayed be more helpful when the flight is first delayed -notâ¦ https://t.co/QSDvdsnEss,0.0,0.0,en,null,476514192.0,null,null,null
negative,united,963972222393225218,Thu Feb 15 03:04:22 +0000 2018,@terresaling @united Where can I do this,0.0,0.0,en,9.63900013218e+17,8.16442243914e+17,null,null,null
neutral,united,963971267085955073,Thu Feb 15 03:00:34 +0000 2018,@united I already did. They agreed to additional 50. Not nearly enough.,0.0,0.0,en,9.63970678751e+17,576733195.0,null,null,null
neutral,united,963969213621768192,Thu Feb 15 02:52:24 +0000 2018,RT @SecretFlying: Las Vegas to Trinidad for only $379 roundtrip with @united.  https://t.co/yw2BlEn7rg https://t.co/sXaiUFOYZK,4.0,0.0,en,null,8.90674746232e+17,null,null,null
negative,united,963968998592450560,Thu Feb 15 02:51:33 +0000 2018,@united has to be one of the crappiest airlines to fly with...EVER. https://t.co/jRbrUVT5L7,0.0,0.0,en,null,85171116.0,null,null,null
positive,united,963968569309519872,Thu Feb 15 02:49:51 +0000 2018,Just me and my forever Valentine  @united chillin' on a cozy #ValentinesDay in their LAX club before we depart on aâ¦ https://t.co/M5UJ5XQ0pz,0.0,0.0,en,null,14017852.0,null,null,null
negative,united,963968099006459905,Thu Feb 15 02:47:59 +0000 2018,@anilaali @TSA @ADL_National @united @FBILosAngeles Seems like if you want to sit together you should buy tickets tâ¦ https://t.co/4USLat51wn,0.0,0.0,en,9.63742906049e+17,548730265.0,null,null,null
negative,united,963967754381426688,Thu Feb 15 02:46:36 +0000 2018,RT @unitehere23: Yesterday workers from @United catering operations @iah kitchen went to Houston City Hall to talk about why over 2000 workâ¦,8.0,0.0,en,null,152673899.0,null,null,null
negative,united,963967459106721792,Thu Feb 15 02:45:26 +0000 2018,@united how can I find out my mileage plus number?,0.0,0.0,en,null,8.16019427611e+17,null,null,null
negative,united,963967295306522630,Thu Feb 15 02:44:47 +0000 2018,after awful CS from @united &amp; rude agents  found a gem in FA Jordan on UA4519 today- watched her show compassion &amp;â¦ https://t.co/YMyJR1jQch,0.0,1.0,en,null,292439253.0,US,Oakleaf Plantation  FL,city
negative,united,963966489370898432,Thu Feb 15 02:41:35 +0000 2018,Thanks @united - asked for seat change to a window on both of my flight legs and both times I was accommodated. Verâ¦ https://t.co/wCtPQJVUus,0.0,0.0,en,null,41319383.0,null,null,null
negative,united,963966313411604487,Thu Feb 15 02:40:53 +0000 2018,4 out of 5 doctors recommend @united,0.0,0.0,en,null,8.03826244563e+17,null,null,null
neutral,united,963965985442205701,Thu Feb 15 02:39:35 +0000 2018,RT @united: @FreeConcerts We're happy to check. What's the flight number? ^JR,3.0,0.0,en,null,42417943.0,null,null,null
negative,united,963965976516747264,Thu Feb 15 02:39:33 +0000 2018,RT @FreeConcerts: .@united my flight is delayed to Wakanda  any update on the new departure time?,11.0,0.0,en,null,42417943.0,null,null,null
neutral,united,963965965921906690,Thu Feb 15 02:39:30 +0000 2018,RT @Reily86: @united Does my First Class (P) flight allow me access to the United clubs?,1.0,0.0,en,null,9.55116585157e+17,null,null,null
positive,united,963965929947385857,Thu Feb 15 02:39:21 +0000 2018,RT @mattblaze: Hey  @united social media person: I know this isn't your fault. But the entire computer security community thinks this passwâ¦,441.0,0.0,en,null,282527371.0,null,null,null
negative,united,963965072484847618,Thu Feb 15 02:35:57 +0000 2018,Oh @united this has been the flight from Hell.,0.0,0.0,en,null,32514318.0,null,null,null
negative,united,963964718778994688,Thu Feb 15 02:34:33 +0000 2018,RT @longdrivesouth: Flew a *very *visibly old @united plane from #IAH to #EZE the other day and was only slightly concerned during take-offâ¦,2.0,0.0,en,null,118821838.0,null,null,null
neutral,united,963964473827647490,Thu Feb 15 02:33:34 +0000 2018,RT @SecretFlying: Las Vegas to Trinidad for only $379 roundtrip with @united.  https://t.co/yw2BlEn7rg https://t.co/sXaiUFOYZK,4.0,0.0,en,null,1254959005.0,null,null,null
neutral,united,963964036474793985,Thu Feb 15 02:31:50 +0000 2018,RT @SecretFlying: Las Vegas to Trinidad for only $379 roundtrip with @united.  https://t.co/yw2BlEn7rg https://t.co/sXaiUFOYZK,4.0,0.0,en,null,291714399.0,null,null,null
negative,united,963964024512794624,Thu Feb 15 02:31:47 +0000 2018,@united Still waiting for credit to my Travel Bank from Jan 9.  Recommend nobody signs up for this.  Called twice and nothing.,0.0,0.0,en,null,62828827.0,null,null,null
neutral,united,963963946876178437,Thu Feb 15 02:31:29 +0000 2018,Las Vegas to Trinidad for only $379 roundtrip with @united.  https://t.co/yw2BlEn7rg https://t.co/sXaiUFOYZK,4.0,4.0,en,null,2758345674.0,null,null,null
negative,united,963961989872652289,Thu Feb 15 02:23:42 +0000 2018,: My seatmate was disappointed to hear @United didnât have M&amp;Ms on this flight. Understanding the need for chocolatâ¦ https://t.co/YKy4tAMflK,0.0,0.0,en,null,43651520.0,null,null,null
neutral,united,963961758518935552,Thu Feb 15 02:22:47 +0000 2018,@takenNametree21 @Satcom_Guru @HNLAirport @united What  they hit a COW?  LOL,0.0,1.0,en,9.63617021006e+17,2426659807.0,null,null,null
neutral,united,963961546207612929,Thu Feb 15 02:21:56 +0000 2018,RT @ChicagoBears: You never know who you'll run into at the airport. These lucky @United passengers ran into #DaBears!  Watch @InsideTheBeaâ¦,33.0,0.0,en,null,21699447.0,null,null,null
positive,united,963961403953393664,Thu Feb 15 02:21:22 +0000 2018,HUGE thank you to @united agent Sherry at the Denver Airport that helped me get my passport back (including havingâ¦ https://t.co/Sw3ryUYKmU,0.0,1.0,en,null,92869755.0,null,null,null
positive,united,963961141943681024,Thu Feb 15 02:20:20 +0000 2018,@Satcom_Guru @HNLAirport @united Watching video of it   showed it wobbling and vibrating a lot. There's something eâ¦ https://t.co/gfVuIMnIxe,0.0,0.0,en,9.63569798654e+17,2426659807.0,null,null,null
negative,united,963960610819067904,Thu Feb 15 02:18:13 +0000 2018,@Nomaticgear @HydroFlask @STRIKE_MVMNT @united Thanks guys. The best bag! In the bag I got laptop  2 button up shirâ¦ https://t.co/faiHKF0yje,0.0,0.0,en,9.63943108437e+17,9.3669423115e+17,null,null,null
neutral,united,963960208178397184,Thu Feb 15 02:16:37 +0000 2018,RT @FoxNews: WATCH: Passengers onboard a @Unitedâ plane traveling from California to Hawaii got a major scare after noticing the planeâs enâ¦,149.0,0.0,en,null,456499243.0,null,null,null
negative,united,963959663053230082,Thu Feb 15 02:14:27 +0000 2018,@united what does group 2 and 3 mean if your bags end up 15 rows behind you?!?  75% of your plane is group 1?  #UnitedAirlines,0.0,0.0,en,null,465193148.0,null,null,null
negative,united,963958759231016960,Thu Feb 15 02:10:52 +0000 2018,Fuck @united ,0.0,1.0,en,null,3772570162.0,null,null,null
negative,united,963958741233209345,Thu Feb 15 02:10:48 +0000 2018,@Rexquire @united The good news is the flight attendants on my flight were very kind and took great care of me.  Thâ¦ https://t.co/KbQpxkKhe7,0.0,0.0,en,9.63950954026e+17,82125602.0,US,Elizabeth  NJ,city
negative,united,963958644416155649,Thu Feb 15 02:10:24 +0000 2018,We are incompetent so have some water!   Gee  thanks  @united https://t.co/Ul20OjoF3V,0.0,0.0,en,null,15650725.0,null,null,null
positive,united,963958424445898752,Thu Feb 15 02:09:32 +0000 2018,@united EWR â¡ï¸ LHR  Capt. Snap (?) came through the cabin and introduced himself personally and shook hands  welcomâ¦ https://t.co/Aa6WOKDgAI,0.0,0.0,en,null,2966412953.0,null,null,null
neutral,united,963957572679208965,Thu Feb 15 02:06:09 +0000 2018,RT @FlyingPhotog: Cool! @united is now represented at #avgeek haven Miniatur Wunderland in Hamburg. https://t.co/e7A4Qq5hV0,4.0,0.0,en,null,22273173.0,null,null,null
positive,united,963957127034408961,Thu Feb 15 02:04:23 +0000 2018,Special Valentineâs Day shout-out to the amazing crew of @united Flight 408!  They wrote aâ¦ https://t.co/eU0PqGwMWw,0.0,0.0,en,null,309065613.0,null,null,null
negative,united,963956142874411008,Thu Feb 15 02:00:28 +0000 2018,@pastebbins @united I had something similar happen in 1992  the landing gear didnât deploy. Landed onto Fire Departâ¦ https://t.co/97FXnMUeYK,0.0,0.0,en,9.63943066742e+17,3313776119.0,null,null,null
negative,united,963955942114111488,Thu Feb 15 01:59:40 +0000 2018,RT @WhatsTrending: A @united flight made an emergency landing in Honolulu after the plane's right engine broke apart mid-air. https://t.co/â¦,7.0,0.0,en,null,41829156.0,null,null,null
positive,united,963955414768504834,Thu Feb 15 01:57:34 +0000 2018,@united Thanks @united,0.0,0.0,en,9.63955211269e+17,15537522.0,null,null,null
neutral,united,963955007929413634,Thu Feb 15 01:55:57 +0000 2018,RT @flightradar24: A string of @BoeingAirplanes 787s fly from Asia to North America  led by @united 138. http://t.co/c3MF0SF5L0 http://t.coâ¦,45.0,0.0,en,null,8.93531898278e+17,null,null,null
negative,united,963954914786512896,Thu Feb 15 01:55:35 +0000 2018,Hey @united  how does a plane get loaded with hazardous materials and the pilot doesn't know? Had to return to gateâ¦ https://t.co/DXhZg7aQF1,0.0,1.0,en,null,15650725.0,null,null,null
negative,united,963954795102064640,Thu Feb 15 01:55:07 +0000 2018,Well looks like I will make it to Denver tonight instead of San Diego. Very poor experience @united https://t.co/Vu6Igcka6A,0.0,5.0,en,null,2296469898.0,US,Chicago  IL,city
negative,united,963954021294800896,Thu Feb 15 01:52:02 +0000 2018,@united Sorry.  Wasnât clear.  Your agent charged me 200 to cancel the flight.  Told me they were being nice because it should have been 400,0.0,0.0,en,9.63874209314e+17,46645826.0,null,null,null
neutral,united,963953988587618311,Thu Feb 15 01:51:54 +0000 2018,@united Hi  yes I did 17618800,0.0,0.0,en,9.63953683695e+17,15537522.0,null,null,null
positive,united,963953585921888256,Thu Feb 15 01:50:18 +0000 2018,RT @united: Love at first flight. â¤ï¸ Happy Valentine's Day! #ValentinesDay #avgeek https://t.co/1WdEDm5stS,43.0,0.0,en,null,4909646122.0,null,null,null
negative,united,963952693625671680,Thu Feb 15 01:46:46 +0000 2018,@united I think at this point your track record is 80% delayed and 20% on time. What the hell?! 4 hour travel day is now a 15 hour one ,0.0,0.0,en,null,14261119.0,null,null,null
positive,united,963952273121595393,Thu Feb 15 01:45:05 +0000 2018,@JakeAmosUSC @GamecockMGolf @united Awesome.  Good luck guys.  Bring back a win.,0.0,0.0,en,9.6386501316e+17,2148121736.0,null,null,null
negative,united,963951536509476865,Thu Feb 15 01:42:10 +0000 2018,@fly2ohare whatâs the updated status of airport  -diverted to alternate airport and waiting for updates @united,0.0,0.0,en,null,49092916.0,null,null,null
negative,united,963950954025504768,Thu Feb 15 01:39:51 +0000 2018,@AJNarod @united Wow...2 hours later and not even a response? #dulynoted,0.0,0.0,en,9.6391203502e+17,955124060.0,null,null,null
positive,united,963950844889661440,Thu Feb 15 01:39:25 +0000 2018,RT @united: Love at first flight. â¤ï¸ Happy Valentine's Day! #ValentinesDay #avgeek https://t.co/1WdEDm5stS,43.0,0.0,en,null,3159884088.0,null,null,null
negative,united,963950779399917568,Thu Feb 15 01:39:09 +0000 2018,@united This Head flight attendant sat next to us  after take off  then intimidated us. Ordered me to delete the viâ¦ https://t.co/6S55umwoub,0.0,0.0,en,null,36840597.0,US,Washington  DC,city
negative,united,963950753042845696,Thu Feb 15 01:39:03 +0000 2018,@united original destination ord and landed in MKE - stuck on runway no one has any info,0.0,0.0,en,null,49092916.0,null,null,null
negative,united,963950423752216577,Thu Feb 15 01:37:45 +0000 2018,you know @united I always have your back  especially after this ridiculous emotional pet support nonsense. But I juâ¦ https://t.co/ZQftU4oXVe,0.0,1.0,en,null,15537522.0,null,null,null
