airline_handle,id_str,created_at,tweet,retweet_count,favorite_count,lang,in_reply_to_status_id_str,user_id_str,place_country_code,place_full_name,place_type,sentiment
Delta,9.62858E+17,Mon Feb 12 01:18:48 +0000 2018,Sure @delta Iâ€™ll sit back and relax on my 6hr flight after being stuck on plane for 3.5hrs while you fixed an issueâ€_ https://t.co/K584jEVRzk,0,1,en,,16909102,,,,negative
Delta,9.62858E+17,Mon Feb 12 01:18:15 +0000 2018,@Delta not your best week for me! 7 days  4 flights and 3 delays.  Flight attendants and now pilots!,0,0,en,,608665856,,,,negative
Delta,9.62858E+17,Mon Feb 12 01:17:48 +0000 2018,This is a new one.... @Delta #Chicago flight to #Atlanta delayed due to âù„ï¸èFROZENâù„ï¸è JET BRIDGE!   Passengers canâ€™t gâ€_ https://t.co/u1tMCnbypI,0,0,en,,4659735921,,,,negative
Delta,9.62858E+17,Mon Feb 12 01:16:43 +0000 2018,@TheFullCharge @AmericanAir @Delta If it cancelled due to weather they wonâ€™t cover it.,0,0,en,9.6283E+17,350208343,,,,negative
Delta,9.62858E+17,Mon Feb 12 01:16:25 +0000 2018,Can someone explain to me why a married couple's JOINT @Delta Skymiles Credit Card doesn't work toward the free bagâ€_ https://t.co/YvYtxaqvpj,0,0,en,,133799459,,,,neutral
Delta,9.62858E+17,Mon Feb 12 01:15:31 +0000 2018,@CharlyCarusoWWE @Delta @ridanaser Is it national shitty airline experience day?,0,0,en,9.62836E+17,144641476,,,,negative
Delta,9.62858E+17,Mon Feb 12 01:15:05 +0000 2018,@Delta Donâ€™t see no peacock. That woulda helped.,0,0,en,9.62857E+17,263945168,US,Kearny  NJ,city,negative
Delta,9.62858E+17,Mon Feb 12 01:14:57 +0000 2018,Two hour call wait  canâ€™t select seats  and I am in standby on my send leg of my trip. I need to talk to someoneâ€_ https://t.co/qFGyc1OeYa,1,0,en,,116669665,,,,negative
Delta,9.62858E+17,Mon Feb 12 01:14:55 +0000 2018,@Delta  you disappoint me. Flight DL6097 LGA-IND  flown with a damaged engine. I was afraid for my life. Today  asâ€_ https://t.co/edJvAuwx6e,0,0,en,,72886625,US,Indianapolis International Airport (IND),poi,negative
Delta,9.62858E+17,Mon Feb 12 01:14:54 +0000 2018,@Delta I tried to rebook my ticket on the app and it put me on the wrong flight.  Please help me.,0,0,en,,627008765,,,,negative
Delta,9.62857E+17,Mon Feb 12 01:13:34 +0000 2018,@CharlyCarusoWWE @Delta Never trust Delta,0,0,en,9.62836E+17,858774967,,,,negative
Delta,9.62857E+17,Mon Feb 12 01:12:26 +0000 2018,Hey @delta boarded at 4:30p for my 5p flight JFK-SFO. Still sitting in the same seat at JFK over 3 hours later. Lefâ€_ https://t.co/7cs7nbSkh1,0,2,en,,32132155,,,,negative
Delta,9.62857E+17,Mon Feb 12 01:11:53 +0000 2018,First time I was ever on a cancelled flight.  Thank you @Delta for helping and taking care of my 10 @BCDTravel team and I! #stuckinNYC,0,2,en,,701976318,,,,positive
Delta,9.62857E+17,Mon Feb 12 01:11:38 +0000 2018,@Delta I need help rebooking my ticket,0,0,en,,627008765,,,,negative
Delta,9.62857E+17,Mon Feb 12 01:11:17 +0000 2018,"RT @justified_d: @Delta @airfrance  Anybody out there  PLEASE HELP.  My bag was delayed due to ""snow"" in Paris. And I was told to come backâ€_",1,0,en,,8.8636E+17,,,,negative
Delta,9.62856E+17,Mon Feb 12 01:10:49 +0000 2018,@Delta Sandwiches were provided 2.5 hours in  but left in bags on the dirty floor. Ground staff was rude  apatheticâ€_ https://t.co/k16cNmUsOt,0,0,en,9.62856E+17,9.48346E+17,,,,negative
Delta,9.62856E+17,Mon Feb 12 01:09:10 +0000 2018,@Delta @Delta at least provide us all a way to rate the animals that are on a flight so this doesnâ€™t happen again??  Like an Uber rating.,0,0,en,9.62854E+17,158220810,,,,neutral
Delta,9.62856E+17,Mon Feb 12 01:08:26 +0000 2018,After a long day of traveling  @Delta customer service made it right. Great customer service always wins. Thanks  Dâ€_ https://t.co/zHFbpTVdAU,0,0,en,,62839025,,,,positive
Delta,9.62856E+17,Mon Feb 12 01:08:19 +0000 2018,@delta I donâ€™t even know where to begin. After being told at 12:15pm that there was a 15 minute delay to fix a brokâ€_ https://t.co/GI1tlqDur2,0,0,en,,9.48346E+17,,,,negative
Delta,9.62856E+17,Mon Feb 12 01:07:11 +0000 2018,@Delta please cough up the sky miles for canceling my flight,0,0,en,,1198334461,,,,negative
Delta,9.62855E+17,Mon Feb 12 01:06:02 +0000 2018,Delay  delay and delay but at least I was upgraded to first class â€çâ™‚ï¸è @Delta,0,0,en,,780487021,US,Cleveland  OH,city,negative
Delta,9.62855E+17,Mon Feb 12 01:04:57 +0000 2018,@JoeySchmidt94 @Kam_Chancellor @Delta Only start an airline if you want to lose a fortune,0,1,en,9.62827E+17,327541152,,,,negative
Delta,9.62855E+17,Mon Feb 12 01:04:19 +0000 2018,@Kam_Chancellor @Delta Fly the company that shops local #iflyalaska #iflyemirates #shoplocal #deltaneveragain,0,0,en,9.62826E+17,327541152,,,,negative
Delta,9.62855E+17,Mon Feb 12 01:03:46 +0000 2018,RT @BlindNewWorld: Stephen is calling on #airlines like @Delta to simplify #travel for #GuideDog teams - not make it more complicated. #Bliâ€_,18,0,en,,462099890,,,,negative
Delta,9.62855E+17,Mon Feb 12 01:03:09 +0000 2018,After waiting at LGA for 6 hours to board this flight  @delta better have an emotional support peacock onboard for me.,0,2,en,,263945168,US,Kearny  NJ,city,negative
Delta,9.62855E+17,Mon Feb 12 01:02:57 +0000 2018,Kudos to the @DeltaAssist gate agent working flight 4823 out of CHO tonight. She was amazing  efficient and friendlâ€_ https://t.co/BX2Bdu4cyS,0,1,en,,2285579869,,,,positive
Delta,9.62854E+17,Mon Feb 12 01:02:41 +0000 2018,@Delta...Iâ€™m coming in to SLC on flight 4729. Would love to get home to NYC tonight on Flight 1830. Any way you canâ€_ https://t.co/htXxpGJ4S9,0,1,en,,162381598,,,,positive
Delta,9.62854E+17,Mon Feb 12 01:02:33 +0000 2018,1 million miler on @Delta before my 35th birthday in a few days!  Thanks for everything  @Cblack8884 https://t.co/deGMXDoAcl,0,17,en,,14232497,,,,positive
Delta,9.62854E+17,Mon Feb 12 01:01:49 +0000 2018,@Delta Just not before I have a seizure. I gotchu.,0,0,en,9.62846E+17,70403459,,,,negative
Delta,9.62854E+17,Mon Feb 12 01:01:28 +0000 2018,@Delta Who should I call about vegetarian meal on my flights? I am in first class flight in-air now  but there is nâ€_ https://t.co/ZVwNLEXCBW,0,0,en,,9.31147E+17,,,,negative
Delta,9.62854E+17,Mon Feb 12 01:01:15 +0000 2018,.@Delta Cargoâ€™s â€˜Pharma 4â€™ program adds 8 new destinations #airfreight #pharma https://t.co/v0ZwhuzaDL https://t.co/Jng4uRSBRe,0,3,en,,200103968,,,,neutral
Delta,9.62854E+17,Mon Feb 12 01:00:59 +0000 2018,@GuidingPlanet @SymoneDSanders @Delta Iâ€™m not old.. Lol!!,0,0,en,9.62635E+17,1223585150,,,,negative
Delta,9.62854E+17,Mon Feb 12 01:00:42 +0000 2018,@Delta We have a whiny dog on our flight. The people in 7C &amp; D owe us all an apology,0,0,en,,158220810,,,,negative
Delta,9.62854E+17,Mon Feb 12 01:00:24 +0000 2018,@Kam_Chancellor @Delta Man Delta is the best airline their is. You must not be at a Delta hub.,0,0,en,9.62826E+17,2204177358,,,,negative
Delta,9.62854E+17,Mon Feb 12 01:00:23 +0000 2018,@jeromebyrd @Delta @Delta has HORRIBLE customer service.  This is just another example.,0,1,en,9.6285E+17,24997233,,,,negative
Delta,9.62854E+17,Mon Feb 12 00:59:04 +0000 2018,@Delta flight DL 325. DTW -ATL. stuck 2:46 hours on plane. Why put us on with no pilot? We could've walked around. Sad,0,0,en,,9.62853E+17,,,,negative
Delta,9.62854E+17,Mon Feb 12 00:59:04 +0000 2018,@jasonmatheson @Delta Not on non-stop?,0,0,en,9.62708E+17,2995122781,,,,negative
Delta,9.62853E+17,Mon Feb 12 00:58:52 +0000 2018,@JTGenter @AmericanAir @Aeromexico @Delta Sorry about that @AmericanAir  and @JTGenter     Pls ignore my last outburst,0,0,en,9.62853E+17,456146989,,,,negative
Delta,9.62853E+17,Mon Feb 12 00:58:48 +0000 2018,@Kam_Chancellor @Delta Sounds like a new airline is next,0,0,en,9.62826E+17,7.92903E+17,,,,positive
Delta,9.62853E+17,Mon Feb 12 00:58:42 +0000 2018,@CaddieTravels @Delta PS If I win please choose again. I just wanted to share you giveway! ,0,2,en,9.61669E+17,329090201,,,,neutral
Delta,9.62853E+17,Mon Feb 12 00:58:34 +0000 2018,3 hours of delay because of technical problems. What are you going to do @Delta,0,0,en,,614727282,,,,negative
Delta,9.62853E+17,Mon Feb 12 00:58:21 +0000 2018,RT @SteveMosesSound: @Delta - We are experiencing a family emergency and are in urgent need of assistance. Please respond to my DM as soonâ€_,1,0,en,,900968636,,,,neutral
Delta,9.62853E+17,Mon Feb 12 00:58:17 +0000 2018,If I hear a one more â€œIâ€™m sorry about thisâ€ù from a @Delta flight attendant or pilot on this flight  my eyeballs migâ€_ https://t.co/chiMuqKxVA,0,0,en,,16507763,US,Queens  NY,city,negative
Delta,9.62853E+17,Mon Feb 12 00:58:03 +0000 2018,@Delta can you explain why my flight to JFK was boarded twice  delayed twice  deplaned twice then cancelled but othâ€_ https://t.co/H4F0C0Cn0g,0,1,en,,237071366,,,,negative
Delta,9.62853E+17,Mon Feb 12 00:57:26 +0000 2018,@Delta If that's the case  when can I expect a response? 30 business days is not acceptable. I've spent a lot timeâ€_ https://t.co/zPKkzfxH7h,0,0,en,9.62743E+17,444475236,,,,negative
Delta,9.62853E+17,Mon Feb 12 00:57:24 +0000 2018,@JTGenter @AmericanAir @Aeromexico @delta only 35 minutes late today. AM this is one of your better performances. $â€_ https://t.co/CiXoaPRXpn,0,0,en,9.61901E+17,456146989,,,,negative
Delta,9.62853E+17,Mon Feb 12 00:57:17 +0000 2018,I was in the midst of a complementary post to @delta on their customer service this weekend in and out of Detroit.â€_ https://t.co/sdHl7fe5Fd,0,3,en,,22206686,,,,negative
Delta,9.62853E+17,Mon Feb 12 00:56:27 +0000 2018,@delta is officially the WORST company of all time. I get confirmed  bags on flight  and they let volunteers on firâ€_ https://t.co/8vT5LKBEyT,0,0,en,,66181620,,,,negative
Delta,9.62853E+17,Mon Feb 12 00:56:21 +0000 2018,@Delta Flight 1106 now canâ€™t leave BUF because the delay was SO long that the flight number is no longer valid?  Seâ€_ https://t.co/ivcealpo7b,0,0,en,,154549916,,,,negative
Delta,9.62853E+17,Mon Feb 12 00:55:58 +0000 2018,@Delta I get that  but there was no indication of a delay until 15 minutes after scheduled boarding time. Just as wâ€_ https://t.co/cbrtDaC6tm,0,0,en,9.62834E+17,718666370,,,,negative
Delta,9.62853E+17,Mon Feb 12 00:55:11 +0000 2018,@Partray @Delta Will they put you on the direct,0,0,en,9.62796E+17,288883195,,,,neutral
Delta,9.62853E+17,Mon Feb 12 00:55:06 +0000 2018,@Delta Now Iâ€™m in Boston trying to get home and getting the business from some gate agent because I bought a base fâ€_ https://t.co/srF4uXbBNt,0,1,en,9.62707E+17,226259965,,,,negative
Delta,9.62852E+17,Mon Feb 12 00:54:36 +0000 2018,Dear @LGAairport Iâ€™m sorry my husband and I got into a fight in the @Delta terminal over our feelings about Hello Dâ€_ https://t.co/g6mGj9Yl0R,0,7,en,,16912386,,,,neutral
Delta,9.62852E+17,Mon Feb 12 00:54:12 +0000 2018,@joeyslatteryCTV @Delta Awful customer service. Airlines donâ€™t care  they do whatever they want and thereâ€™s nothingâ€_ https://t.co/smwUzVAC5I,0,1,en,9.6282E+17,433394291,,,,negative
Delta,9.62852E+17,Mon Feb 12 00:53:58 +0000 2018,@Delta Cmon.   Really?   What are you going to do about a 2Hr hold time?   Itâ€™s just not right.,0,0,en,9.62707E+17,226259965,,,,negative
Delta,9.62852E+17,Mon Feb 12 00:53:52 +0000 2018,@Delta   it is more than 72 hours since I landed and baggage is misplaced by you. Your support line has no updates.â€_ https://t.co/wIRlaXW6ou,0,0,en,,253531235,,,,negative
Delta,9.62852E+17,Mon Feb 12 00:53:38 +0000 2018,@Delta this 4th delay is ridiculous... and it's not weather related. Get your crew staffing together!!! Me:  walkinâ€_ https://t.co/2qOVNIsJEy,0,1,en,,1239097441,,,,negative
Delta,9.62852E+17,Mon Feb 12 00:53:38 +0000 2018,RT @TravelPulse: .@Delta Wants to Change How You Buy Tickets https://t.co/2zto3x5lXX #travel #airtravel #airlines,3,0,en,,383406772,,,,neutral
Delta,9.62852E+17,Mon Feb 12 00:52:55 +0000 2018,Update through the combined efforts of @delta and @AmericanAir Iâ€™m gonna be calling North Carolina home for a whileâ€_ https://t.co/qd4DTrmPdn,0,0,en,,1338071006,,,,positive
Delta,9.62852E+17,Mon Feb 12 00:51:05 +0000 2018,@Delta @tiffaknot Now you're just being a cunt.,0,0,en,9.62699E+17,16334163,,,,negative
Delta,9.62851E+17,Mon Feb 12 00:50:39 +0000 2018,@Delta @tiffaknot There you go. More cut and paste bullshit b,0,1,en,9.62692E+17,16334163,,,,negative
Delta,9.62851E+17,Mon Feb 12 00:50:11 +0000 2018,@Delta @tiffaknot Pasting some canned bullshit just makes you look even more like insensitive assholes who can't beâ€_ https://t.co/TgufRexCyn,0,0,en,9.62678E+17,16334163,,,,negative
Delta,9.62851E+17,Mon Feb 12 00:49:47 +0000 2018,Flying home from Seoul on @Deltaâ€™s new Airbus A350. Watching it get towed to the gate now. Itâ€™s a sleak looking plane!,0,1,en,,18525488,,,,positive
Delta,9.62851E+17,Mon Feb 12 00:49:46 +0000 2018,@Delta stopped short of the gate AGAIN. Like itâ€™s a surprise to ground crews that we actually showed up!  I just donâ€™t get it.,0,0,en,,52620026,,,,negative
Delta,9.62851E+17,Mon Feb 12 00:48:00 +0000 2018,RT @Arloskye: Ready for takeoff? âœˆï¸è Several airlines including @AmericanAir @Delta @united have introduced new smart luggage restrictions.â€_,5,0,en,,61932305,,,,negative
Delta,9.62851E+17,Mon Feb 12 00:47:54 +0000 2018,@Delta why did you put me on a different flight with no notification? Now a 2 hour and counting wait on the phone!â€_ https://t.co/xBuEf21aGm,0,0,en,,154018393,,,,negative
Delta,9.62851E+17,Mon Feb 12 00:47:50 +0000 2018,@GovMikeHuckabee @Delta Will do. Stay safe!,0,1,en,9.6256E+17,3223385528,,,,negative
Delta,9.6285E+17,Mon Feb 12 00:46:35 +0000 2018,RT @Radiotravis: It was a dog gone good flight between DCA and MSP on @Delta 1671. Cooper especially enjoyed the flight  #AvGeek https://t.â€_,1,0,en,,8.75637E+17,,,,neutral
Delta,9.6285E+17,Mon Feb 12 00:46:30 +0000 2018,@SymoneDSanders @Delta Glad you made it to ATL safely,0,0,en,9.62489E+17,62165659,US,Georgia  USA,admin,positive
Delta,9.6285E+17,Mon Feb 12 00:46:27 +0000 2018,@Glennengler @Delta Welcome to boarding group 11 ,0,1,en,9.62841E+17,15831762,US,Manhattan  NY,city,positive
Delta,9.6285E+17,Mon Feb 12 00:46:00 +0000 2018,RT @SymoneDSanders: Dear @Delta: flight 1270 from Pensacola to Atlanta literally landed over an hour ago  but we are ALLLL STILL ON THE PLAâ€_,161,0,en,,62165659,,,,neutral
Delta,9.6285E+17,Mon Feb 12 00:44:59 +0000 2018,@Delta 2 out of last 4 flights delayed over an hour... Any chance for a free GoGo pass for my delayed flt 690 tonight?,0,0,en,,186992114,,,,negative
Delta,9.6285E+17,Mon Feb 12 00:44:59 +0000 2018,@Delta I will never be taking Delta again. Yonette in the departure crew in Orlando ignored my concerns and took aâ€_ https://t.co/xpmqcOB3n7,0,0,en,,9.62843E+17,,,,negative
Delta,9.6285E+17,Mon Feb 12 00:44:30 +0000 2018,@Delta Follow up announcement from @Delta: â€œcanâ€™t locate your flight attendant. Trying to get a new one. @FAANews râ€_ https://t.co/2lryN8JgQ9,0,1,en,9.62849E+17,4789753517,,,,negative
Delta,9.6285E+17,Mon Feb 12 00:44:19 +0000 2018,It was a dog gone good flight between DCA and MSP on @Delta 1671. Cooper especially enjoyed the flight  #AvGeek https://t.co/s0jrDHOM5x,1,2,en,,36071940,,,,neutral
Delta,9.6285E+17,Mon Feb 12 00:43:54 +0000 2018,Is it normal for @Delta to place flight attendants in Delta Comfort+ and First Class instead of medallions? I bet sâ€_ https://t.co/pXLxulMwrB,0,0,en,,54399879,US,Birmingham  AL,city,negative
Delta,9.6285E+17,Mon Feb 12 00:43:23 +0000 2018,@Delta where do I add my known traveler # to my profile I canâ€™t find it anywhere????,0,0,en,,219083847,,,,neutral
Delta,9.62849E+17,Mon Feb 12 00:43:03 +0000 2018,@Delta - We are experiencing a family emergency and are in urgent need of assistance. Please respond to my DM as soâ€_ https://t.co/MTuZljVS2v,1,0,en,,3368226502,,,,neutral
Delta,9.62849E+17,Mon Feb 12 00:42:51 +0000 2018,@Delta your hold times are longer than your flights,0,0,en,,219083847,,,,negative
Delta,9.62849E+17,Mon Feb 12 00:42:16 +0000 2018,Iâ€™m a loyal @Delta member  my go-to credit card &amp; airline for all my business and personal trips. But this eveningâ€™â€_ https://t.co/HGHqGVUUIg,0,0,en,,353050377,US,Queens  NY,city,negative
Delta,9.62849E+17,Mon Feb 12 00:42:14 +0000 2018,@yigsstarhouse @Delta No problem  they are in America!  If they donâ€™t like...bye!,0,1,en,9.62849E+17,606556464,,,,negative
Delta,9.62849E+17,Mon Feb 12 00:41:25 +0000 2018,@marshared1 @Delta YAY Marsha Thanks doll :),0,1,en,9.62848E+17,224407435,,,,positive
Delta,9.62849E+17,Mon Feb 12 00:41:23 +0000 2018,@Delta   Thanks should be given to Renee Samuelson for her outstanding service at the Delta Club MSP. She goes abovâ€_ https://t.co/hlTRELyfdZ,0,1,en,,3517921152,,,,positive
Delta,9.62849E+17,Mon Feb 12 00:40:18 +0000 2018,Delta App: â€œboards @ 7pm.â€ù Sky Club screen: â€œflight on time  boards @ 7pm.â€ù Leave Sky Club &amp; walk to the gate at 7:â€_ https://t.co/xFPZ5pmRxs,0,2,en,,4789753517,,,,negative
Delta,9.62849E+17,Mon Feb 12 00:40:06 +0000 2018,@Delta hey Iâ€™m excited for an up coming flight. Iâ€™m am currently in hold but I was hoping you could help my with soâ€_ https://t.co/I2jb8K2VUl,0,0,en,,111677933,,,,negative
Delta,9.62849E+17,Mon Feb 12 00:39:58 +0000 2018,Can anybody at @delta explain why our bags still havenâ€™t arrived with us  more than 24 hours since we landed? Apparâ€_ https://t.co/wpC2QcICC1,0,0,en,,1020791550,,,,negative
Delta,9.62848E+17,Mon Feb 12 00:38:50 +0000 2018,More #delays and more #delays. Come on @Delta get this bird in the air.,0,0,en,,275339652,,,,negative
Delta,9.62848E+17,Mon Feb 12 00:38:31 +0000 2018,@aeromexico @Delta six flights operated by @Aeromexico so far. Only one flight was on time.  AM has no respect for their passengers,0,0,en,,456146989,,,,negative
Delta,9.62848E+17,Mon Feb 12 00:38:09 +0000 2018,@Delta Thank you! ,0,0,en,9.62846E+17,179325570,,,,positive
Delta,9.62848E+17,Mon Feb 12 00:37:13 +0000 2018,Things I've learned from this trip:  @Delta  is trash   @LGAairport  is trash  I can in fact fall asleep ANYWHERE,0,6,en,,612687526,,,,negative
Delta,9.62848E+17,Mon Feb 12 00:37:08 +0000 2018,@Delta - is Flight #DL5981 going to keep getting delayed (now 8:10pm departure) or is this final.,0,0,en,,262858880,,,,negative
Delta,9.62848E+17,Mon Feb 12 00:36:34 +0000 2018,Yo @Delta your customer service on the phone? Literally the definition of unacceptable.,0,0,en,,364266167,,,,negative
Delta,9.62848E+17,Mon Feb 12 00:36:30 +0000 2018,@Delta thanks again for the great support yesterday. I also appreciate you sending any email onto Pauline's superviâ€_ https://t.co/kntLEuzn1T,0,0,en,,342939615,,,,positive
Delta,9.62848E+17,Mon Feb 12 00:36:01 +0000 2018,@bruinsfan2127 @CharlyCarusoWWE @Delta Unhappy MOTHER Day!! â€çâ€çâ€çâ_•ï¸è,0,1,en,9.62836E+17,15909603,US,Pennsylvania  USA,admin,negative
Delta,9.62848E+17,Mon Feb 12 00:35:20 +0000 2018,RT @MadelineSho: Was about to head out to drive 75 miles to pick up a friend who @Delta nearly stranded and refused to offer accommodationsâ€_,2,0,en,,40102848,,,,negative
Delta,9.62847E+17,Mon Feb 12 00:34:55 +0000 2018,@Delta should rename themselves Delayed-ta. #0for3,0,0,en,,17599646,,,,negative
Delta,9.62847E+17,Mon Feb 12 00:34:46 +0000 2018,RT @MadelineSho: Was about to head out to drive 75 miles to pick up a friend who @Delta nearly stranded and refused to offer accommodationsâ€_,2,0,en,,63487136,,,,negative
Delta,9.62847E+17,Mon Feb 12 00:34:27 +0000 2018,@Delta A HUGE thank you to the fabulous customer service provided by Alex and Whitney!!  They were fabulous and so incredibly helpful.,0,0,en,,1499318616,,,,positive
Delta,9.62847E+17,Mon Feb 12 00:34:23 +0000 2018,@Dedalvs @Delta @AmericanAir This  or something similar  has happened to me the last handful of times Iâ€™ve flown. Iâ€_ https://t.co/Evj9kOirAm,0,1,en,9.62772E+17,330751631,,,,neutral
Delta,9.62847E+17,Mon Feb 12 00:34:06 +0000 2018,RT @ken_chaplin: Nice touch @Delta I flew over 150k mile w @united in 2017 and all I got was 2nd tier status.  Never recognized for 1.7milâ€_,2,0,en,,1119995474,,,,positive
Delta,9.62847E+17,Mon Feb 12 00:34:04 +0000 2018,Was about to head out to drive 75 miles to pick up a friend who @Delta nearly stranded and refused to offer accommoâ€_ https://t.co/8jj4TO0gFY,2,1,en,,21911205,,,,negative
Delta,9.62847E+17,Mon Feb 12 00:33:57 +0000 2018,@united massive let down AGAIN. I thought you guys were trying to improve your customer service? You cleared two fiâ€_ https://t.co/4dXBbcBFve,0,0,en,,77924781,,,,negative
Delta,9.62847E+17,Mon Feb 12 00:33:16 +0000 2018,Delta now claims theyâ€™re â€œmissingâ€ù a flight attendant who was rerouted earlier. If @Delta canâ€™t keep track of theirâ€_ https://t.co/TLHE1ruIkR,0,0,en,,63487136,,,,negative
Delta,9.62847E+17,Mon Feb 12 00:32:34 +0000 2018,@Delta where in the heck is our flight crew??? I want to go home.,0,0,en,,383024650,,,,negative
Delta,9.62847E+17,Mon Feb 12 00:31:39 +0000 2018,@Delta can anyone follow up on this https://t.co/tXlXMXUTd1,0,0,en,,25826870,,,,neutral
Delta,9.62846E+17,Mon Feb 12 00:30:48 +0000 2018,@Delta DL 6074. The entire day there were no changes to the flight status. I was worried I wouldnâ€™t make  but how câ€_ https://t.co/vHimIowkg8,0,0,en,,9.53766E+17,,,,negative
Delta,9.62846E+17,Mon Feb 12 00:29:30 +0000 2018,RT @yigsstarhouse: Oh @Delta you pushed the wrong button today #DeltaSaysNoToAnthemForFallenSoldier #DeltaNotAmericanAnymore #DeltaHeartlesâ€_,5,0,en,,20910380,,,,negative
Delta,9.62846E+17,Mon Feb 12 00:29:14 +0000 2018,@Delta Is that a drink coupon? ,0,0,en,9.62844E+17,9413702,US,Queens  NY,city,negative
Delta,9.62846E+17,Mon Feb 12 00:27:58 +0000 2018,"@Delta After a 12 hour+ delay  we still can't get out of Buffalo because of ""paperwork""?  What gives?  Flight 1106",0,0,en,,154549916,,,,negative
Delta,9.62845E+17,Mon Feb 12 00:27:03 +0000 2018,Thank you @Delta https://t.co/Rr4HBwAsON,0,6,en,,1898872286,,,,positive
Delta,9.62845E+17,Mon Feb 12 00:26:27 +0000 2018,@Delta Already rebooked on flight tomorrow. More upset that there was another flight going to NY but was told on thâ€_ https://t.co/FEclCRbj9O,0,0,en,9.62834E+17,17858721,,,,negative
Delta,9.62845E+17,Mon Feb 12 00:26:16 +0000 2018,@Delta - I accidentally booked a flight on the wrong date (7 months out) and your website is going to charge $600 tâ€_ https://t.co/8RaYLmS7uW,0,0,en,,390101431,,,,neutral
Delta,9.62845E+17,Mon Feb 12 00:26:05 +0000 2018,@CharlyCarusoWWE @Delta Do you have. Amazon prime? If so watch it there. Delta sucks! https://t.co/qCETLTN0XG,0,0,en,9.62836E+17,8.96877E+17,,,,neutral
Delta,9.62845E+17,Mon Feb 12 00:25:34 +0000 2018,RT @SymoneDSanders: Dear @Delta: flight 1270 from Pensacola to Atlanta literally landed over an hour ago  but we are ALLLL STILL ON THE PLAâ€_,161,0,en,,227117943,,,,neutral
Delta,9.62845E+17,Mon Feb 12 00:24:25 +0000 2018,RT @duffgoldman: Hey @Delta! Whoever is curating the world music section of the in-flight audio is ON POINT! Good job  whoever you are. httâ€_,3,0,en,,2573854484,,,,positive
